M,eta,Re_lambda,abs_Im_lambda,g,s,D,cond_eigenvectors,max_Re_full
5.000000000000000000e+00,8.549999999999999822e-01,-1.370121210882076571e-02,3.872799448762641317e-02,-3.872799448762647562e-02,1.049285658361043261e-12,-5.999430228134506986e-03,1.000000000027093661e+00,-1.370121210882076571e-02
5.000000000000000000e+00,8.599999999999999867e-01,-1.358005409536195557e-02,3.895572469395108817e-02,-3.895572469395099102e-02,7.979727989493312634e-17,-6.070193945723611172e-03,1.000000000000002220e+00,-1.358005409536195557e-02
5.000000000000000000e+00,8.649999999999999911e-01,-1.345828958288461386e-02,3.918347366051908032e-02,-3.918347366051896929e-02,-9.809656559278678856e-12,-6.141378432418336669e-03,1.000000000250351739e+00,-1.345828958288461386e-02
5.000000000000000000e+00,8.699999999999999956e-01,-1.333592006551157297e-02,3.941124129251753067e-02,-3.941124129251753067e-02,-1.588928294493641147e-11,-6.212983760868155854e-03,1.000000000403166389e+00,-1.333592006551157297e-02
5.000000000000000000e+00,8.750000000000000000e-01,-1.321294706458826101e-02,3.963902788180682230e-02,-3.963902788180687087e-02,-1.249000902703301108e-16,-6.285010125658649881e-03,1.000000000000003331e+00,-1.321294706458826101e-02
5.000000000000000000e+00,8.800000000000000044e-01,-1.308937208808812376e-02,3.986683338990355818e-02,-3.986683338990358594e-02,1.319981277059234515e-11,-6.357457618153324920e-03,1.000000000331097594e+00,-1.308937208808812376e-02
5.000000000000000000e+00,8.850000000000000089e-01,-1.296519656795885531e-02,4.009465769287361148e-02,-4.009465769287363923e-02,2.635863749489431029e-12,-6.430326302034845148e-03,1.000000000065741190e+00,-1.296519656795885531e-02
5.000000000000000000e+00,8.900000000000000133e-01,-1.284042208234914204e-02,4.032250094644142940e-02,-4.032250094644161675e-02,-6.908917882242349151e-13,-6.503616330303140132e-03,1.000000000017133850e+00,-1.284042208234914204e-02
5.000000000000000000e+00,8.950000000000000178e-01,-1.271505008642505666e-02,4.055036311979782343e-02,-4.055036311979787200e-02,-2.002427043623633551e-11,-6.577327796589854843e-03,1.000000000493812546e+00,-1.271505008642505666e-02
5.000000000000000000e+00,9.000000000000000222e-01,-1.258908213610992165e-02,4.077824435653222557e-02,-4.077824435653236435e-02,1.013589212561782915e-11,-6.651460851204254315e-03,1.000000000248561394e+00,-1.258908213610992165e-02
5.000000000000000000e+00,9.050000000000000266e-01,-1.246251969126160181e-02,4.100614450286677731e-02,-4.100614450286682588e-02,-1.000299149067629401e-11,-6.726015547959980460e-03,1.000000000243938647e+00,-1.246251969126160181e-02
5.000000000000000000e+00,9.100000000000000311e-01,-1.233536428476359782e-02,4.123406370310560287e-02,-4.123406370310564450e-02,9.096449288259478294e-12,-6.800992037887096733e-03,1.000000000220605534e+00,-1.233536428476359782e-02
5.000000000000000000e+00,9.150000000000000355e-01,-1.220761745285162299e-02,4.146200199538377373e-02,-4.146200199538377373e-02,4.875311959695594055e-12,-6.876390437860833114e-03,1.000000000117585053e+00,-1.220761745285162299e-02
5.000000000000000000e+00,9.200000000000000400e-01,-1.207928064243823235e-02,4.168995929604540213e-02,-4.168995929604543682e-02,2.775585317138506980e-12,-6.952210824423701516e-03,1.000000000066577188e+00,-1.207928064243823235e-02
5.000000000000000000e+00,9.250000000000000444e-01,-1.195035545553143480e-02,4.191793570438052952e-02,-4.191793570438037686e-02,2.632834228410985133e-11,-7.028453334866268873e-03,1.000000000628092911e+00,-1.195035545553143480e-02
5.000000000000000000e+00,9.300000000000000488e-01,-1.182084336125678592e-02,4.214593131556006872e-02,-4.214593131556013117e-02,-1.406277871929262346e-12,-7.105118105823648132e-03,1.000000000033366643e+00,-1.182084336125678592e-02
5.000000000000000000e+00,9.350000000000000533e-01,-1.169074589729234004e-02,4.237394596920349837e-02,-4.237394596920354001e-02,-1.322181947260858692e-11,-7.182205188003923726e-03,1.000000000312027293e+00,-1.169074589729234004e-02
5.000000000000000000e+00,9.400000000000000577e-01,-1.156006457082002677e-02,4.260197973111157915e-02,-4.260197973111155834e-02,-3.246812541046750766e-13,-7.259714708040159066e-03,1.000000000007621459e+00,-1.156006457082002677e-02
5.000000000000000000e+00,9.450000000000000622e-01,-1.142880091918154623e-02,4.283003278667450731e-02,-4.283003278667449343e-02,3.275470172869887620e-12,-7.337646834030448623e-03,1.000000000076476159e+00,-1.142880091918154623e-02
5.000000000000000000e+00,9.500000000000000666e-01,-1.129695644721660439e-02,4.305810501548542474e-02,-4.305810501548544555e-02,1.284046133309679760e-11,-7.416001630098290574e-03,1.000000000298212566e+00,-1.129695644721660439e-02
5.000000000000000000e+00,9.550000000000000711e-01,-1.116453271531551994e-02,4.328619643059551658e-02,-4.328619643059550270e-02,1.012912323461456765e-11,-7.494779205712396794e-03,1.000000000234003483e+00,-1.116453271531551994e-02
5.000000000000000000e+00,9.599999999999999645e-01,-1.103153119317449443e-02,4.351430698681662407e-02,-4.351430698681670040e-02,-1.006254107815962584e-12,-7.573979650171700113e-03,1.000000000023124613e+00,-1.103153119317449443e-02
5.000000000000000000e+00,9.649999999999999689e-01,-1.089795350098875584e-02,4.374243693720929888e-02,-4.374243693720931969e-02,1.568476945545960177e-11,-7.653603156822938458e-03,1.000000000358571173e+00,-1.089795350098875584e-02
5.000000000000000000e+00,9.699999999999999734e-01,-1.076380109757345098e-02,4.397058608596434576e-02,-4.397058608596438045e-02,3.696831035737702109e-12,-7.733649762972816429e-03,1.000000000084075191e+00,-1.076380109757345098e-02
5.000000000000000000e+00,9.749999999999999778e-01,-1.062907551751097676e-02,4.419875445888359067e-02,-4.419875445888342413e-02,-2.319821418295120452e-12,-7.814119582866667704e-03,1.000000000052486016e+00,-1.062907551751097676e-02
5.000000000000000000e+00,9.799999999999999822e-01,-1.049377833971256758e-02,4.442694218655213190e-02,-4.442694218655195149e-02,-1.162465956827674063e-12,-7.895012768188918589e-03,1.000000000026166180e+00,-1.049377833971256758e-02
5.000000000000000000e+00,9.849999999999999867e-01,-1.035791105486439517e-02,4.465514922878479481e-02,-4.465514922878484338e-02,2.750334682222188576e-13,-7.976329410580174778e-03,1.000000000006159073e+00,-1.035791105486439517e-02
5.000000000000000000e+00,9.899999999999999911e-01,-1.022147517452621536e-02,4.488337549762805995e-02,-4.488337549762806689e-02,9.418122531856809587e-12,-8.058069584244317157e-03,1.000000000209835926e+00,-1.022147517452621536e-02
5.000000000000000000e+00,9.949999999999999956e-01,-1.008447228661799380e-02,4.511162105955999341e-02,-4.511162105955991708e-02,2.143004523835756459e-12,-8.140233418485317771e-03,1.000000000047504889e+00,-1.008447228661799380e-02
5.000000000000000000e+00,1.000000000000000000e+00,-9.946903913149856072e-03,4.533988606322633674e-02,-4.533988606322626042e-02,8.326672684688674053e-17,-8.222821072905355314e-03,1.000000000000001998e+00,-9.946903913149856072e-03
